Table:	CodeValueList
PK	ListName	ListCode	ListCodeNum	SortSeq	CodeValue	MinValue	MaxValue	CodeDesc
22940	SlalomBoatTime	49-C-4		26	14.03	13.830	14.220	Score 4 - 4.25 or 4.5
22941	SlalomBoatTime	49-C-5		27	17.04	16.810	17.270	Score 5 - 5.25 or 5.5
22942	SlalomBoatTime	49-C-6		28	19.03	18.780	19.270	Score all 6
22943	SlalomBoatTime	46-C-0		29	2.11	2.060	2.160	Score 0 - 25 or .5
22944	SlalomBoatTime	46-C-1		30	5.32	5.210	5.420	Score 1 - 1.25 or 1.5
22945	SlalomBoatTime	46-C-2		31	8.53	8.370	8.680	Score 2 - 2.25 or 2.5
22946	SlalomBoatTime	46-C-3		32	11.74	11.540	11.930	Score 3 - 3.25 or 3.5
22947	SlalomBoatTime	46-C-4		33	14.95	14.710	15.180	Score 4 - 4.25 or 4.5
22948	SlalomBoatTime	46-C-5		34	18.16	17.880	18.420	Score 5 - 5.25 or 5.5
22949	SlalomBoatTime	46-C-6		35	20.27	19.980	20.560	Score all 6
22950	SlalomBoatTime	43-C-0		36	2.26	2.200	2.320	Score 0 - 25 or .5
22951	SlalomBoatTime	43-C-1		37	5.69	5.560	5.810	Score 1 - 1.25 or 1.5
22952	SlalomBoatTime	43-C-2		38	9.13	8.940	9.300	Score 2 - 2.25 or 2.5
22953	SlalomBoatTime	43-C-3		39	12.56	12.330	12.780	Score 3 - 3.25 or 3.5
22954	SlalomBoatTime	43-C-4		40	15.99	15.710	16.270	Score 4 - 4.25 or 4.5
22955	SlalomBoatTime	43-C-5		41	19.42	19.100	19.750	Score 5 - 5.25 or 5.5
22956	SlalomBoatTime	43-C-6		42	21.68	21.340	22.030	Score all 6
22957	SlalomBoatTime	40-C-0		43	2.43	2.360	2.500	Score 0 - 25 or .5
22958	SlalomBoatTime	40-C-1		44	6.12	5.970	6.260	Score 1 - 1.25 or 1.5
22959	SlalomBoatTime	40-C-2		45	9.81	9.600	10.020	Score 2 - 2.25 or 2.5
22960	SlalomBoatTime	40-C-3		46	13.5	13.230	13.780	Score 3 - 3.25 or 3.5
22961	SlalomBoatTime	40-C-4		47	17.19	16.860	17.530	Score 4 - 4.25 or 4.5
22962	SlalomBoatTime	40-C-5		48	20.88	20.500	21.270	Score 5 - 5.25 or 5.5
22963	SlalomBoatTime	40-C-6		49	23.31	22.890	23.740	Score all 6
22964	SlalomBoatTime	37-C-0		50	2.63	2.540	2.710	Score 0 - 25 or .5
22965	SlalomBoatTime	37-C-1		51	6.62	6.440	6.790	Score 1 - 1.25 or 1.5
22966	SlalomBoatTime	37-C-2		52	10.61	10.350	10.860	Score 2 - 2.25 or 2.5
22967	SlalomBoatTime	37-C-3		53	14.59	14.270	14.930	Score 3 - 3.25 or 3.5
22968	SlalomBoatTime	37-C-4		54	18.58	18.190	18.990	Score 4 - 4.25 or 4.5
22969	SlalomBoatTime	37-C-5		55	22.57	22.110	23.060	Score 5 - 5.25 or 5.5
22970	SlalomBoatTime	37-C-6		56	25.2	24.700	25.730	Score all 6
22971	SlalomBoatTime	34-C-0		57	2.86	2.760	2.950	Score 0 - 25 or .5
22972	SlalomBoatTime	34-C-1		58	7.2	6.990	7.410	Score 1 - 1.25 or 1.5
22973	SlalomBoatTime	34-C-2		59	11.54	11.240	11.850	Score 2 - 2.25 or 2.5
22974	SlalomBoatTime	34-C-3		60	15.88	15.490	16.290	Score 3 - 3.25 or 3.5
22975	SlalomBoatTime	34-C-4		61	20.22	19.740	20.730	Score 4 - 4.25 or 4.5
22976	SlalomBoatTime	34-C-5		62	24.56	23.990	25.160	Score 5 - 5.25 or 5.5
22977	SlalomBoatTime	34-C-6		63	27.42	26.810	28.080	Score all 6
22978	SlalomBoatTime	31-C-0		64	3.14	3.020	3.250	Score 0 - 25 or .5
22979	SlalomBoatTime	31-C-1		65	7.9	7.650	8.150	Score 1 - 1.25 or 1.5
22980	SlalomBoatTime	31-C-2		66	12.66	12.290	13.050	Score 2 - 2.25 or 2.5
22981	SlalomBoatTime	31-C-3		67	17.42	16.930	17.930	Score 3 - 3.25 or 3.5
22982	SlalomBoatTime	31-C-4		68	22.18	21.580	22.820	Score 4 - 4.25 or 4.5
22983	SlalomBoatTime	31-C-5		69	26.94	26.240	27.700	Score 5 - 5.25 or 5.5
22984	SlalomBoatTime	31-C-6		70	30.08	29.310	30.900	Score all 6
22985	SlalomBoatTime	28-C-0		71	3.47	3.330	3.610	Score 0 - 25 or .5
22986	SlalomBoatTime	28-C-1		72	8.74	8.430	9.070	Score 1 - 1.25 or 1.5
22987	SlalomBoatTime	28-C-2		73	14.01	13.550	14.510	Score 2 - 2.25 or 2.5
22988	SlalomBoatTime	28-C-3		74	19.29	18.680	19.940	Score 3 - 3.25 or 3.5
22989	SlalomBoatTime	28-C-4		75	24.56	23.810	25.370	Score 4 - 4.25 or 4.5
22990	SlalomBoatTime	28-C-5		76	29.83	28.940	30.800	Score 5 - 5.25 or 5.5
22991	SlalomBoatTime	28-C-6		77	33.3	32.330	34.370	Score all 6
22992	SlalomBoatTime	25-C-0		78	3.89	3.710	4.070	Score 0 - 25 or .5
22993	SlalomBoatTime	25-C-1		79	9.79	9.400	10.210	Score 1 - 1.25 or 1.5
22994	SlalomBoatTime	25-C-2		80	15.7	15.110	16.340	Score 2 - 2.25 or 2.5
22995	SlalomBoatTime	25-C-3		81	21.6	20.830	22.460	Score 3 - 3.25 or 3.5
22996	SlalomBoatTime	25-C-4		82	27.5	26.540	28.580	Score 4 - 4.25 or 4.5
22997	SlalomBoatTime	25-C-5		83	33.41	32.260	34.680	Score 5 - 5.25 or 5.5
22998	SlalomBoatTime	25-C-6		84	37.3	36.040	38.700	Score all 6
22999	SlalomBoatTime	58-W-0		101	1.68	1.630	1.720	Score 0 - 25 or .5
23000	SlalomBoatTime	58-W-1		102	4.22	4.140	4.290	Score 1 - 1.25 or 1.5
23001	SlalomBoatTime	58-W-2		103	6.77	6.650	6.870	Score 2 - 2.25 or 2.5
23002	SlalomBoatTime	58-W-3		104	9.31	9.170	9.440	Score 3 - 3.25 or 3.5
23003	SlalomBoatTime	58-W-4		105	11.86	11.690	12.010	Score 4 - 4.25 or 4.5
23004	SlalomBoatTime	58-W-5		106	14.4	14.210	14.580	Score 5 - 5.25 or 5.5
23005	SlalomBoatTime	58-W-6		107	16.08	15.870	16.270	Score all 6
23006	SlalomBoatTime	55-W-0		108	1.77	1.720	1.820	Score 0 - 25 or .5
23007	SlalomBoatTime	55-W-1		109	4.45	4.360	4.530	Score 1 - 1.25 or 1.5
23008	SlalomBoatTime	55-W-2		110	7.13	7.000	7.250	Score 2 - 2.25 or 2.5
23009	SlalomBoatTime	55-W-3		111	9.82	9.650	9.970	Score 3 - 3.25 or 3.5
23010	SlalomBoatTime	55-W-4		112	12.5	12.300	12.690	Score 4 - 4.25 or 4.5
23011	SlalomBoatTime	55-W-5		113	15.19	14.960	15.400	Score 5 - 5.25 or 5.5
23012	SlalomBoatTime	55-W-6		114	16.95	16.710	17.190	Score all 6
23013	SlalomBoatTime	52-W-0		115	1.87	1.820	1.920	Score 0 - 25 or .5
23014	SlalomBoatTime	52-W-1		116	4.71	4.600	4.800	Score 1 - 1.25 or 1.5
23015	SlalomBoatTime	52-W-2		117	7.55	7.400	7.690	Score 2 - 2.25 or 2.5
23016	SlalomBoatTime	52-W-3		118	10.38	10.190	10.570	Score 3 - 3.25 or 3.5
23017	SlalomBoatTime	52-W-4		119	13.22	12.990	13.450	Score 4 - 4.25 or 4.5
23018	SlalomBoatTime	52-W-5		120	16.06	15.790	16.320	Score 5 - 5.25 or 5.5
23019	SlalomBoatTime	52-W-6		121	17.93	17.650	18.210	Score all 6
23020	SlalomBoatTime	49-W-0		122	1.98	1.920	2.050	Score 0 - 25 or .5
23021	SlalomBoatTime	49-W-1		123	5	4.870	5.110	Score 1 - 1.25 or 1.5
23022	SlalomBoatTime	49-W-2		124	8.01	7.830	8.180	Score 2 - 2.25 or 2.5
23023	SlalomBoatTime	49-W-3		125	11.02	10.800	11.240	Score 3 - 3.25 or 3.5
23024	SlalomBoatTime	49-W-4		126	14.03	13.760	14.300	Score 4 - 4.25 or 4.5
23025	SlalomBoatTime	49-W-5		127	17.04	16.730	17.360	Score 5 - 5.25 or 5.5
23026	SlalomBoatTime	49-W-6		128	19.03	18.690	19.370	Score all 6
23027	SlalomBoatTime	46-W-0		129	2.11	2.050	2.180	Score 0 - 25 or .5
23028	SlalomBoatTime	46-W-1		130	5.32	5.180	5.460	Score 1 - 1.25 or 1.5
23029	SlalomBoatTime	46-W-2		131	8.53	8.330	8.730	Score 2 - 2.25 or 2.5
23030	SlalomBoatTime	46-W-3		132	11.74	11.470	12.000	Score 3 - 3.25 or 3.5
23031	SlalomBoatTime	46-W-4		133	14.95	14.630	15.270	Score 4 - 4.25 or 4.5
23032	SlalomBoatTime	46-W-5		134	18.16	17.780	18.540	Score 5 - 5.25 or 5.5
23033	SlalomBoatTime	46-W-6		135	20.27	19.860	20.680	Score all 6
23034	SlalomBoatTime	43-W-0		136	2.26	2.180	2.340	Score 0 - 25 or .5
23035	SlalomBoatTime	43-W-1		137	5.69	5.530	5.850	Score 1 - 1.25 or 1.5
23036	SlalomBoatTime	43-W-2		138	9.13	8.880	9.370	Score 2 - 2.25 or 2.5
23037	SlalomBoatTime	43-W-3		139	12.56	12.240	12.870	Score 3 - 3.25 or 3.5
23038	SlalomBoatTime	43-W-4		140	15.99	15.610	16.380	Score 4 - 4.25 or 4.5
23039	SlalomBoatTime	43-W-5		141	19.42	18.980	19.890	Score 5 - 5.25 or 5.5
23040	SlalomBoatTime	43-W-6		142	21.68	21.200	22.180	Score all 6
23041	SlalomBoatTime	40-W-0		143	2.43	2.340	2.520	Score 0 - 25 or .5
23042	SlalomBoatTime	40-W-1		144	6.12	5.920	6.310	Score 1 - 1.25 or 1.5
23043	SlalomBoatTime	40-W-2		145	9.81	9.520	10.100	Score 2 - 2.25 or 2.5
23044	SlalomBoatTime	40-W-3		146	13.5	13.130	13.890	Score 3 - 3.25 or 3.5
23045	SlalomBoatTime	40-W-4		147	17.19	16.730	17.670	Score 4 - 4.25 or 4.5
23046	SlalomBoatTime	40-W-5		148	20.88	20.340	21.440	Score 5 - 5.25 or 5.5
23047	SlalomBoatTime	40-W-6		149	23.31	22.720	23.930	Score all 6
23048	SlalomBoatTime	37-W-0		150	2.63	2.520	2.740	Score 0 - 25 or .5
23049	SlalomBoatTime	37-W-1		151	6.62	6.380	6.850	Score 1 - 1.25 or 1.5
23050	SlalomBoatTime	37-W-2		152	10.61	10.260	10.960	Score 2 - 2.25 or 2.5
23051	SlalomBoatTime	37-W-3		153	14.59	14.140	15.070	Score 3 - 3.25 or 3.5
23052	SlalomBoatTime	37-W-4		154	18.58	18.030	19.170	Score 4 - 4.25 or 4.5
23053	SlalomBoatTime	37-W-5		155	22.57	21.920	23.260	Score 5 - 5.25 or 5.5
23054	SlalomBoatTime	37-W-6		156	25.2	24.490	25.960	Score all 6
23055	SlalomBoatTime	34-W-0		157	2.86	2.740	2.990	Score 0 - 25 or .5
23056	SlalomBoatTime	34-W-1		158	7.2	6.920	7.490	Score 1 - 1.25 or 1.5
23057	SlalomBoatTime	34-W-2		159	11.54	11.130	11.980	Score 2 - 2.25 or 2.5
23058	SlalomBoatTime	34-W-3		160	15.88	15.330	16.470	Score 3 - 3.25 or 3.5
23059	SlalomBoatTime	34-W-4		161	20.22	19.550	20.950	Score 4 - 4.25 or 4.5
23060	SlalomBoatTime	34-W-5		162	24.56	23.760	25.430	Score 5 - 5.25 or 5.5
23061	SlalomBoatTime	34-W-6		163	27.42	26.540	28.370	Score all 6
23062	SlalomBoatTime	31-W-0		164	3.14	2.990	3.290	Score 0 - 25 or .5
23063	SlalomBoatTime	31-W-1		165	7.9	7.560	8.250	Score 1 - 1.25 or 1.5
23064	SlalomBoatTime	31-W-2		166	12.66	12.140	13.210	Score 2 - 2.25 or 2.5
23065	SlalomBoatTime	31-W-3		167	17.42	16.740	18.160	Score 3 - 3.25 or 3.5
23066	SlalomBoatTime	31-W-4		168	22.18	21.340	23.100	Score 4 - 4.25 or 4.5
23067	SlalomBoatTime	31-W-5		169	26.94	25.940	28.040	Score 5 - 5.25 or 5.5
23068	SlalomBoatTime	31-W-6		170	30.08	28.970	31.290	Score all 6
23069	SlalomBoatTime	28-W-0		171	3.47	3.290	3.670	Score 0 - 25 or .5
23070	SlalomBoatTime	28-W-1		172	8.74	8.320	9.200	Score 1 - 1.25 or 1.5
23071	SlalomBoatTime	28-W-2		173	14.01	13.370	14.720	Score 2 - 2.25 or 2.5
23072	SlalomBoatTime	28-W-3		174	19.29	18.430	20.230	Score 3 - 3.25 or 3.5
23073	SlalomBoatTime	28-W-4		175	24.56	23.490	25.740	Score 4 - 4.25 or 4.5
23074	SlalomBoatTime	28-W-5		176	29.83	28.560	31.250	Score 5 - 5.25 or 5.5
23075	SlalomBoatTime	28-W-6		177	33.3	31.910	34.860	Score all 6
23076	SlalomBoatTime	25-W-0		178	3.89	3.670	4.140	Score 0 - 25 or .5
23077	SlalomBoatTime	25-W-1		179	9.79	9.260	10.390	Score 1 - 1.25 or 1.5
23078	SlalomBoatTime	25-W-2		180	15.7	14.870	16.620	Score 2 - 2.25 or 2.5
23079	SlalomBoatTime	25-W-3		181	21.6	20.500	22.840	Score 3 - 3.25 or 3.5
23080	SlalomBoatTime	25-W-4		182	27.5	26.130	29.060	Score 4 - 4.25 or 4.5
23081	SlalomBoatTime	25-W-5		183	33.41	31.770	35.270	Score 5 - 5.25 or 5.5
23082	SlalomBoatTime	25-W-6		184	37.3	35.490	39.360	Score all 6
23083	SlalomBoatTime	58-R-0		201	1.68	1.640	1.710	Score 0 - 25 or .5
23084	SlalomBoatTime	58-R-1		202	4.22	4.150	4.280	Score 1 - 1.25 or 1.5
23085	SlalomBoatTime	58-R-2		203	6.77	6.670	6.840	Score 2 - 2.25 or 2.5
23086	SlalomBoatTime	58-R-3		204	9.31	9.200	9.410	Score 3 - 3.25 or 3.5
23087	SlalomBoatTime	58-R-4		205	11.86	11.730	11.970	Score 4 - 4.25 or 4.5
23088	SlalomBoatTime	58-R-5		206	14.4	14.250	14.530	Score 5 - 5.25 or 5.5
23089	SlalomBoatTime	58-R-6		207	16.08	16.000	16.160	Score all 6
23090	SlalomBoatTime	55-R-0		208	1.77	1.730	1.800	Score 0 - 25 or .5
23091	SlalomBoatTime	55-R-1		209	4.45	4.370	4.510	Score 1 - 1.25 or 1.5
23092	SlalomBoatTime	55-R-2		210	7.13	7.030	7.230	Score 2 - 2.25 or 2.5
23093	SlalomBoatTime	55-R-3		211	9.82	9.690	9.930	Score 3 - 3.25 or 3.5
23094	SlalomBoatTime	55-R-4		212	12.5	12.350	12.640	Score 4 - 4.25 or 4.5
23095	SlalomBoatTime	55-R-5		213	15.19	15.020	15.340	Score 5 - 5.25 or 5.5
23096	SlalomBoatTime	55-R-6		214	16.95	16.860	17.040	Score all 6
23097	SlalomBoatTime	52-R-0		215	1.87	1.830	1.910	Score 0 - 25 or .5
23098	SlalomBoatTime	52-R-1		216	4.71	4.620	4.780	Score 1 - 1.25 or 1.5
23099	SlalomBoatTime	52-R-2		217	7.55	7.430	7.650	Score 2 - 2.25 or 2.5
23100	SlalomBoatTime	52-R-3		218	10.38	10.240	10.520	Score 3 - 3.25 or 3.5
23101	SlalomBoatTime	52-R-4		219	13.22	13.050	13.390	Score 4 - 4.25 or 4.5
23102	SlalomBoatTime	52-R-5		220	16.06	15.870	16.250	Score 5 - 5.25 or 5.5
23103	SlalomBoatTime	52-R-6		221	17.93	17.720	18.130	Score all 6
23104	SlalomBoatTime	49-R-0		222	1.98	1.940	2.030	Score 0 - 25 or .5
23105	SlalomBoatTime	49-R-1		223	5	4.900	5.080	Score 1 - 1.25 or 1.5
23106	SlalomBoatTime	49-R-2		224	8.01	7.870	8.130	Score 2 - 2.25 or 2.5
23107	SlalomBoatTime	49-R-3		225	11.02	10.850	11.180	Score 3 - 3.25 or 3.5
23108	SlalomBoatTime	49-R-4		226	14.03	13.830	14.220	Score 4 - 4.25 or 4.5
23109	SlalomBoatTime	49-R-5		227	17.04	16.810	17.270	Score 5 - 5.25 or 5.5
23110	SlalomBoatTime	49-R-6		228	19.03	18.780	19.270	Score all 6
23111	SlalomBoatTime	46-R-0		229	2.11	2.060	2.160	Score 0 - 25 or .5
23112	SlalomBoatTime	46-R-1		230	5.32	5.210	5.420	Score 1 - 1.25 or 1.5
23113	SlalomBoatTime	46-R-2		231	8.53	8.370	8.680	Score 2 - 2.25 or 2.5
23114	SlalomBoatTime	46-R-3		232	11.74	11.540	11.930	Score 3 - 3.25 or 3.5
23115	SlalomBoatTime	46-R-4		233	14.95	14.710	15.180	Score 4 - 4.25 or 4.5
23116	SlalomBoatTime	46-R-5		234	18.16	17.880	18.420	Score 5 - 5.25 or 5.5
23117	SlalomBoatTime	46-R-6		235	20.27	19.980	20.560	Score all 6
23118	SlalomBoatTime	43-R-0		236	2.26	2.200	2.320	Score 0 - 25 or .5
23119	SlalomBoatTime	43-R-1		237	5.69	5.560	5.810	Score 1 - 1.25 or 1.5
23120	SlalomBoatTime	43-R-2		238	9.13	8.940	9.300	Score 2 - 2.25 or 2.5
23121	SlalomBoatTime	43-R-3		239	12.56	12.330	12.780	Score 3 - 3.25 or 3.5
23122	SlalomBoatTime	43-R-4		240	15.99	15.710	16.270	Score 4 - 4.25 or 4.5
23123	SlalomBoatTime	43-R-5		241	19.42	19.100	19.750	Score 5 - 5.25 or 5.5
23124	SlalomBoatTime	43-R-6		242	21.68	21.340	22.030	Score all 6
23125	SlalomBoatTime	40-R-0		243	2.43	2.360	2.500	Score 0 - 25 or .5
23126	SlalomBoatTime	40-R-1		244	6.12	5.970	6.260	Score 1 - 1.25 or 1.5
23127	SlalomBoatTime	40-R-2		245	9.81	9.600	10.020	Score 2 - 2.25 or 2.5
23128	SlalomBoatTime	40-R-3		246	13.5	13.230	13.780	Score 3 - 3.25 or 3.5
23129	SlalomBoatTime	40-R-4		247	17.19	16.860	17.530	Score 4 - 4.25 or 4.5
23130	SlalomBoatTime	40-R-5		248	20.88	20.500	21.270	Score 5 - 5.25 or 5.5
23131	SlalomBoatTime	40-R-6		249	23.31	22.890	23.740	Score all 6
23132	SlalomBoatTime	37-R-0		250	2.63	2.540	2.710	Score 0 - 25 or .5
23133	SlalomBoatTime	37-R-1		251	6.62	6.440	6.790	Score 1 - 1.25 or 1.5
23134	SlalomBoatTime	37-R-2		252	10.61	10.350	10.860	Score 2 - 2.25 or 2.5
23135	SlalomBoatTime	37-R-3		253	14.59	14.270	14.930	Score 3 - 3.25 or 3.5
23136	SlalomBoatTime	37-R-4		254	18.58	18.190	18.990	Score 4 - 4.25 or 4.5
23137	SlalomBoatTime	37-R-5		255	22.57	22.110	23.060	Score 5 - 5.25 or 5.5
23138	SlalomBoatTime	37-R-6		256	25.2	24.700	25.730	Score all 6
23139	SlalomBoatTime	34-R-0		257	2.86	2.760	2.950	Score 0 - 25 or .5
23140	SlalomBoatTime	34-R-1		258	7.2	6.990	7.410	Score 1 - 1.25 or 1.5
23141	SlalomBoatTime	34-R-2		259	11.54	11.240	11.850	Score 2 - 2.25 or 2.5
23142	SlalomBoatTime	34-R-3		260	15.88	15.490	16.290	Score 3 - 3.25 or 3.5
23143	SlalomBoatTime	34-R-4		261	20.22	19.740	20.730	Score 4 - 4.25 or 4.5
23144	SlalomBoatTime	34-R-5		262	24.56	23.990	25.160	Score 5 - 5.25 or 5.5
23145	SlalomBoatTime	34-R-6		263	27.42	26.810	28.080	Score all 6
23146	SlalomBoatTime	31-R-0		264	3.14	3.020	3.250	Score 0 - 25 or .5
23147	SlalomBoatTime	31-R-1		265	7.9	7.650	8.150	Score 1 - 1.25 or 1.5
23148	SlalomBoatTime	31-R-2		266	12.66	12.290	13.050	Score 2 - 2.25 or 2.5
23149	SlalomBoatTime	31-R-3		267	17.42	16.930	17.930	Score 3 - 3.25 or 3.5
23150	SlalomBoatTime	31-R-4		268	22.18	21.580	22.820	Score 4 - 4.25 or 4.5
23151	SlalomBoatTime	31-R-5		269	26.94	26.240	27.700	Score 5 - 5.25 or 5.5
23152	SlalomBoatTime	31-R-6		270	30.08	29.310	30.900	Score all 6
23153	SlalomBoatTime	28-R-0		271	3.47	3.330	3.610	Score 0 - 25 or .5
23154	SlalomBoatTime	28-R-1		272	8.74	8.430	9.070	Score 1 - 1.25 or 1.5
23155	SlalomBoatTime	28-R-2		273	14.01	13.550	14.510	Score 2 - 2.25 or 2.5
23156	SlalomBoatTime	28-R-3		274	19.29	18.680	19.940	Score 3 - 3.25 or 3.5
23157	SlalomBoatTime	28-R-4		275	24.56	23.810	25.370	Score 4 - 4.25 or 4.5
23158	SlalomBoatTime	28-R-5		276	29.83	28.940	30.800	Score 5 - 5.25 or 5.5
23159	SlalomBoatTime	28-R-6		277	33.3	32.330	34.370	Score all 6
23160	SlalomBoatTime	25-R-0		278	3.89	3.710	4.070	Score 0 - 25 or .5
23161	SlalomBoatTime	25-R-1		279	9.79	9.400	10.210	Score 1 - 1.25 or 1.5
23162	SlalomBoatTime	25-R-2		280	15.7	15.110	16.340	Score 2 - 2.25 or 2.5
23163	SlalomBoatTime	25-R-3		281	21.6	20.830	22.460	Score 3 - 3.25 or 3.5
23164	SlalomBoatTime	25-R-4		282	27.5	26.540	28.580	Score 4 - 4.25 or 4.5
23165	SlalomBoatTime	25-R-5		283	33.41	32.260	34.680	Score 5 - 5.25 or 5.5
23166	SlalomBoatTime	25-R-6		284	37.3	36.040	38.700	Score all 6
23167	SlalomJudgesNum	S		1	3	3.000	3.000	
23168	SlalomJudgesNum	C		2	3	3.000	3.000	
23169	SlalomJudgesNum	F		3	1	1.000	1.000	
23170	SlalomJudgesNum	N		4	1	1.000	1.000	
23171	SlalomJudgesNum	G		4	1	1.000	1.000	
23172	SlalomJudgesNum	U		5	1	1.000	1.000	
23173	SlalomJudgesNum	R		6	5	3.000	5.000	
23174	SlalomJudgesNum	T		7	5	3.000	5.000	
23175	SlalomJudgesNum	I		8	1	1.000	1.000	
23176	SlalomJudgesNum	E		9	5	3.000	5.000	
23177	SlalomJudgesNum	B		10	5	3.000	5.000	
23178	SlalomJudgesNum	A		11	5	3.000	5.000	
23179	SlalomJudgesNum	L		12	5	3.000	5.000	
23180	SlalomJudgesNum	X		13	5	3.000	5.000	
23181	SlalomJudgesNum	$		14	5	3.000	5.000	
23182	SlalomJudgesNum	P		15	5	3.000	5.000	
23183	SlalomJudgesNum	Q		16	5	3.000	5.000	
23184	SlalomLines	23M	23.000	1	Long - Neutral	0.000	23.000	
23185	SlalomLines	18.25M	18.250	2	15 Off - Red	-15.000	18.250	
23186	SlalomLines	16.00M	16.000	3	22 Off - Orange	-22.000	16.000	
23187	SlalomLines	14.25M	14.250	4	28 Off - Yellow	-28.000	14.250	
23188	SlalomLines	13.00M	13.000	5	32 Off - Green	-32.000	13.000	
23189	SlalomLines	12.00M	12.000	6	35 Off - Blue	-35.000	12.000	
23190	SlalomLines	11.25M	11.250	7	38 Off - Violet	-38.000	11.250	
23191	SlalomLines	10.75M	10.750	8	39.5 Off - Neutral	-39.000	10.750	
23192	SlalomLines	10.25M	10.250	9	41 Off - Pink	-41.000	10.250	
23193	SlalomLines	9.75M	9.750	10	43 Off - Black	-43.000	9.750	
23194	SlalomLines	9.5M	9.500	11	44 Off - Red	-44.000	9.500	
23195	SlalomPass46	1	1.000	1	23.00M,25kph,Long,15.5mph	23.000	25.000	
23196	SlalomPass46	2	2.000	2	23.00M,28kph,Long,17.4mph	23.000	28.000	
23197	SlalomPass46	3	3.000	3	23.00M,31kph,Long,19.3mph	23.000	31.000	
23198	SlalomPass46	4	4.000	4	23.00M,34kph,Long,21.1mph	23.000	34.000	
23199	SlalomPass46	5	5.000	5	23.00M,37kph,Long,23.0mph	23.000	37.000	
23200	SlalomPass46	6	6.000	6	23.00M,40kph,Long,24.9mph	23.000	40.000	
23201	SlalomPass46	7	7.000	7	23.00M,43kph,Long,26.7mph	23.000	43.000	
23202	SlalomPass46	8	8.000	8	23.00M,46kph,Long,28.6mph	23.000	46.000	
23203	SlalomPass46	9	9.000	9	18.25M,46kph,15 Off,28.6mph	18.250	46.000	
23204	SlalomPass46	10	10.000	10	16.00M,46kph,22 Off,28.6mph	16.000	46.000	
23205	SlalomPass46	11	11.000	11	14.25M,46kph,28 Off,28.6mph	14.250	46.000	
23206	SlalomPass46	12	12.000	12	13.00M,46kph,32 Off,28.6mph	13.000	46.000	
23207	SlalomPass46	13	13.000	13	12.00M,46kph,35 Off,28.6mph	12.000	46.000	
23208	SlalomPass46	14	14.000	14	11.25M,46kph,38 Off,28.6mph	11.250	46.000	
23209	SlalomPass46	15	15.000	15	10.75M,46kph,39.5 Off,28.6mph	10.750	46.000	
23210	SlalomPass46	16	16.000	16	10.25M,46kph,41 Off,28.6mph	10.250	46.000	
23211	SlalomPass46	17	17.000	17	9.75M,46kph,43 Off,28.6mph	9.750	46.000	
23212	SlalomPass46	18	18.000	18	9.5M,46kph,44 Off,28.6mph	9.500	46.000	
23213	SlalomPass49	1	1.000	1	23.00M,25kph,Long,15.5mph	23.000	25.000	
23214	SlalomPass49	2	2.000	2	23.00M,28kph,Long,17.4mph	23.000	28.000	
23215	SlalomPass49	3	3.000	3	23.00M,31kph,Long,19.3mph	23.000	31.000	
23216	SlalomPass49	4	4.000	4	23.00M,34kph,Long,21.1mph	23.000	34.000	
23217	SlalomPass49	5	5.000	5	23.00M,37kph,Long,23.0mph	23.000	37.000	
23218	SlalomPass49	6	6.000	6	23.00M,40kph,Long,24.9mph	23.000	40.000	
23219	SlalomPass49	7	7.000	7	23.00M,43kph,Long,26.7mph	23.000	43.000	
23220	SlalomPass49	8	8.000	8	23.00M,46kph,Long,28.6mph	23.000	46.000	
23221	SlalomPass49	9	9.000	9	23.00M,49kph,Long,30.4mph	23.000	49.000	
23222	SlalomPass49	10	10.000	10	18.25M,49kph,15 Off,30.4mph	18.250	49.000	
23223	SlalomPass49	11	11.000	11	16.00M,49kph,22 Off,30.4mph	16.000	49.000	
23224	SlalomPass49	12	12.000	12	14.25M,49kph,28 Off,30.4mph	14.250	49.000	
23225	SlalomPass49	13	13.000	13	13.00M,49kph,32 Off,30.4mph	13.000	49.000	
23226	SlalomPass49	14	14.000	14	12.00M,49kph,35 Off,30.4mph	12.000	49.000	
23227	SlalomPass49	15	15.000	15	11.25M,49kph,38 Off,30.4mph	11.250	49.000	
23228	SlalomPass49	16	16.000	16	10.75M,49kph,39.5 Off,30.4mph	10.750	49.000	
23229	SlalomPass49	17	17.000	17	10.25M,49kph,41 Off,30.4mph	10.250	49.000	
23230	SlalomPass49	18	18.000	18	9.75M,49kph,43 Off,30.4mph	9.750	49.000	
23231	SlalomPass49	19	19.000	19	9.5M,49kph,44 Off,30.4mph	9.500	49.000	
23232	SlalomPass52	1	1.000	1	23.00M,25kph,Long,15.5mph	23.000	25.000	
23233	SlalomPass52	2	2.000	2	23.00M,28kph,Long,17.4mph	23.000	28.000	
23234	SlalomPass52	3	3.000	3	23.00M,31kph,Long,19.3mph	23.000	31.000	
23235	SlalomPass52	4	4.000	4	23.00M,34kph,Long,21.1mph	23.000	34.000	
23236	SlalomPass52	5	5.000	5	23.00M,37kph,Long,23.0mph	23.000	37.000	
23237	SlalomPass52	6	6.000	6	23.00M,40kph,Long,24.9mph	23.000	40.000	
23238	SlalomPass52	7	7.000	7	23.00M,43kph,Long,26.7mph	23.000	43.000	
23239	SlalomPass52	8	8.000	8	23.00M,46kph,Long,28.6mph	23.000	46.000	
